#    L    TT             EE             TE             PP             TP          
  1892   0.243847E+03   0.117077E+02  -0.525787E+01   0.105533E+06  -0.101659E+02
  1893   0.242942E+03   0.117502E+02  -0.544823E+01   0.105435E+06  -0.106186E+02
  1894   0.242054E+03   0.117915E+02  -0.564117E+01   0.105337E+06  -0.110316E+02
  1895   0.241183E+03   0.118317E+02  -0.583658E+01   0.105240E+06  -0.114027E+02
  1896   0.240329E+03   0.118708E+02  -0.603437E+01   0.105142E+06  -0.117298E+02
  1897   0.239492E+03   0.119086E+02  -0.623445E+01   0.105045E+06  -0.120107E+02
  1898   0.238672E+03   0.119452E+02  -0.643673E+01   0.104948E+06  -0.122432E+02
  1899   0.237870E+03   0.119806E+02  -0.664110E+01   0.104851E+06  -0.124253E+02
  1900   0.237085E+03   0.120147E+02  -0.684747E+01   0.104754E+06  -0.125546E+02
  1901   0.236316E+03   0.120476E+02  -0.705574E+01   0.104657E+06  -0.126297E+02
  1902   0.235565E+03   0.120791E+02  -0.726581E+01   0.104561E+06  -0.126517E+02
  1903   0.234832E+03   0.121094E+02  -0.747755E+01   0.104464E+06  -0.126224E+02
  1904   0.234116E+03   0.121384E+02  -0.769097E+01   0.104368E+06  -0.125433E+02
  1905   0.233417E+03   0.121660E+02  -0.790581E+01   0.104272E+06  -0.124163E+02
  1906   0.232736E+03   0.121924E+02  -0.812206E+01   0.104176E+06  -0.122430E+02
  1907   0.232072E+03   0.122174E+02  -0.833965E+01   0.104080E+06  -0.120252E+02
  1908   0.231425E+03   0.122410E+02  -0.855836E+01   0.103984E+06  -0.117647E+02
  1909   0.230797E+03   0.122633E+02  -0.877818E+01   0.103888E+06  -0.114631E+02
  1910   0.230185E+03   0.122843E+02  -0.899905E+01   0.103793E+06  -0.111222E+02
  1911   0.229591E+03   0.123038E+02  -0.922074E+01   0.103697E+06  -0.107436E+02
  1912   0.229015E+03   0.123219E+02  -0.944317E+01   0.103602E+06  -0.103292E+02
  1913   0.228456E+03   0.123387E+02  -0.966635E+01   0.103507E+06  -0.988065E+01
  1914   0.227914E+03   0.123540E+02  -0.989005E+01   0.103412E+06  -0.939965E+01
  1915   0.227389E+03   0.123679E+02  -0.101143E+02   0.103317E+06  -0.888793E+01
  1916   0.226882E+03   0.123804E+02  -0.103389E+02   0.103222E+06  -0.834723E+01
  1917   0.226392E+03   0.123915E+02  -0.105637E+02   0.103128E+06  -0.777928E+01
  1918   0.225919E+03   0.124011E+02  -0.107888E+02   0.103033E+06  -0.718578E+01
  1919   0.225463E+03   0.124094E+02  -0.110138E+02   0.102939E+06  -0.656848E+01
  1920   0.225025E+03   0.124162E+02  -0.112389E+02   0.102844E+06  -0.592909E+01
  1921   0.224603E+03   0.124216E+02  -0.114638E+02   0.102750E+06  -0.526934E+01
  1922   0.224198E+03   0.124255E+02  -0.116885E+02   0.102656E+06  -0.459095E+01
  1923   0.223810E+03   0.124280E+02  -0.119128E+02   0.102562E+06  -0.389565E+01
  1924   0.223439E+03   0.124292E+02  -0.121367E+02   0.102469E+06  -0.318517E+01
  1925   0.223084E+03   0.124288E+02  -0.123601E+02   0.102375E+06  -0.246121E+01
  1926   0.222745E+03   0.124271E+02  -0.125828E+02   0.102282E+06  -0.172552E+01
  1927   0.222424E+03   0.124239E+02  -0.128048E+02   0.102188E+06  -0.979818E+00
  1928   0.222118E+03   0.124194E+02  -0.130260E+02   0.102095E+06  -0.225823E+00
  1929   0.221828E+03   0.124133E+02  -0.132463E+02   0.102002E+06   0.534738E+00
  1930   0.221555E+03   0.124059E+02  -0.134655E+02   0.101909E+06   0.130014E+01
  1931   0.221297E+03   0.123970E+02  -0.136836E+02   0.101816E+06   0.206866E+01
  1932   0.221055E+03   0.123868E+02  -0.139005E+02   0.101723E+06   0.283857E+01
  1933   0.220828E+03   0.123751E+02  -0.141162E+02   0.101631E+06   0.360815E+01
  1934   0.220617E+03   0.123620E+02  -0.143304E+02   0.101538E+06   0.437567E+01
  1935   0.220421E+03   0.123475E+02  -0.145432E+02   0.101446E+06   0.513941E+01
  1936   0.220240E+03   0.123315E+02  -0.147544E+02   0.101354E+06   0.589764E+01
  1937   0.220073E+03   0.123143E+02  -0.149639E+02   0.101262E+06   0.664865E+01
  1938   0.219922E+03   0.122956E+02  -0.151717E+02   0.101170E+06   0.739070E+01
  1939   0.219785E+03   0.122756E+02  -0.153777E+02   0.101078E+06   0.812207E+01
  1940   0.219662E+03   0.122541E+02  -0.155818E+02   0.100986E+06   0.884103E+01
  1941   0.219553E+03   0.122314E+02  -0.157839E+02   0.100895E+06   0.954587E+01
  1942   0.219458E+03   0.122073E+02  -0.159838E+02   0.100803E+06   0.102349E+02
  1943   0.219377E+03   0.121818E+02  -0.161817E+02   0.100712E+06   0.109063E+02
  1944   0.219309E+03   0.121551E+02  -0.163773E+02   0.100621E+06   0.115584E+02
  1945   0.219255E+03   0.121269E+02  -0.165705E+02   0.100529E+06   0.121894E+02
  1946   0.219213E+03   0.120975E+02  -0.167614E+02   0.100438E+06   0.127978E+02
  1947   0.219185E+03   0.120668E+02  -0.169497E+02   0.100348E+06   0.133816E+02
  1948   0.219169E+03   0.120347E+02  -0.171355E+02   0.100257E+06   0.139393E+02
  1949   0.219164E+03   0.120014E+02  -0.173186E+02   0.100166E+06   0.144690E+02
  1950   0.219172E+03   0.119668E+02  -0.174990E+02   0.100076E+06   0.149691E+02
  1951   0.219193E+03   0.119309E+02  -0.176767E+02   0.999853E+05   0.154383E+02
  1952   0.219224E+03   0.118937E+02  -0.178514E+02   0.998951E+05   0.158771E+02
  1953   0.219267E+03   0.118553E+02  -0.180232E+02   0.998049E+05   0.162867E+02
  1954   0.219321E+03   0.118158E+02  -0.181921E+02   0.997149E+05   0.166681E+02
  1955   0.219386E+03   0.117750E+02  -0.183578E+02   0.996250E+05   0.170224E+02
  1956   0.219462E+03   0.117329E+02  -0.185205E+02   0.995352E+05   0.173505E+02
  1957   0.219548E+03   0.116898E+02  -0.186801E+02   0.994456E+05   0.176537E+02
  1958   0.219644E+03   0.116456E+02  -0.188363E+02   0.993560E+05   0.179328E+02
  1959   0.219750E+03   0.116003E+02  -0.189893E+02   0.992666E+05   0.181890E+02
  1960   0.219866E+03   0.115537E+02  -0.191390E+02   0.991773E+05   0.184234E+02
  1961   0.219991E+03   0.115061E+02  -0.192853E+02   0.990881E+05   0.186370E+02
  1962   0.220124E+03   0.114575E+02  -0.194281E+02   0.989991E+05   0.188308E+02
  1963   0.220268E+03   0.114078E+02  -0.195674E+02   0.989101E+05   0.190060E+02
  1964   0.220419E+03   0.113570E+02  -0.197031E+02   0.988213E+05   0.191635E+02
  1965   0.220578E+03   0.113052E+02  -0.198352E+02   0.987326E+05   0.193044E+02
  1966   0.220746E+03   0.112524E+02  -0.199637E+02   0.986440E+05   0.194299E+02
  1967   0.220921E+03   0.111986E+02  -0.200885E+02   0.985555E+05   0.195408E+02
  1968   0.221103E+03   0.111439E+02  -0.202095E+02   0.984671E+05   0.196384E+02
  1969   0.221293E+03   0.110882E+02  -0.203268E+02   0.983789E+05   0.197236E+02
  1970   0.221489E+03   0.110316E+02  -0.204403E+02   0.982908E+05   0.197975E+02
  1971   0.221692E+03   0.109741E+02  -0.205498E+02   0.982028E+05   0.198612E+02
  1972   0.221901E+03   0.109158E+02  -0.206556E+02   0.981149E+05   0.199158E+02
  1973   0.222116E+03   0.108565E+02  -0.207573E+02   0.980271E+05   0.199622E+02
  1974   0.222336E+03   0.107965E+02  -0.208550E+02   0.979394E+05   0.200015E+02
  1975   0.222563E+03   0.107356E+02  -0.209488E+02   0.978519E+05   0.200348E+02
  1976   0.222794E+03   0.106740E+02  -0.210385E+02   0.977644E+05   0.200632E+02
  1977   0.223029E+03   0.106116E+02  -0.211242E+02   0.976771E+05   0.200878E+02
  1978   0.223269E+03   0.105483E+02  -0.212057E+02   0.975899E+05   0.201094E+02
  1979   0.223513E+03   0.104844E+02  -0.212831E+02   0.975028E+05   0.201293E+02
  1980   0.223761E+03   0.104198E+02  -0.213563E+02   0.974158E+05   0.201485E+02
  1981   0.224012E+03   0.103545E+02  -0.214254E+02   0.973290E+05   0.201680E+02
  1982   0.224267E+03   0.102886E+02  -0.214903E+02   0.972422E+05   0.201890E+02
  1983   0.224525E+03   0.102220E+02  -0.215511E+02   0.971556E+05   0.202123E+02
  1984   0.224785E+03   0.101549E+02  -0.216076E+02   0.970690E+05   0.202392E+02
  1985   0.225048E+03   0.100871E+02  -0.216599E+02   0.969826E+05   0.202707E+02
  1986   0.225313E+03   0.100188E+02  -0.217079E+02   0.968963E+05   0.203078E+02
  1987   0.225580E+03   0.995006E+01  -0.217517E+02   0.968101E+05   0.203515E+02
  1988   0.225848E+03   0.988078E+01  -0.217913E+02   0.967240E+05   0.204030E+02
  1989   0.226117E+03   0.981105E+01  -0.218266E+02   0.966381E+05   0.204633E+02
  1990   0.226387E+03   0.974080E+01  -0.218576E+02   0.965522E+05   0.205335E+02
  1991   0.226659E+03   0.967018E+01  -0.218843E+02   0.964665E+05   0.206145E+02
  1992   0.226930E+03   0.959911E+01  -0.219068E+02   0.963808E+05   0.207076E+02
  1993   0.227200E+03   0.952767E+01  -0.219249E+02   0.962953E+05   0.208136E+02
  1994   0.227472E+03   0.945593E+01  -0.219387E+02   0.962099E+05   0.209337E+02
  1995   0.227741E+03   0.938382E+01  -0.219483E+02   0.961246E+05   0.210690E+02
  1996   0.228011E+03   0.931134E+01  -0.219536E+02   0.960394E+05   0.212205E+02
  1997   0.228280E+03   0.923863E+01  -0.219545E+02   0.959543E+05   0.213892E+02
  1998   0.228546E+03   0.916570E+01  -0.219512E+02   0.958693E+05   0.215762E+02
  1999   0.228811E+03   0.909247E+01  -0.219437E+02   0.957844E+05   0.217827E+02
  2000   0.229073E+03   0.901902E+01  -0.219318E+02   0.956997E+05   0.220095E+02
  2001   0.229334E+03   0.894541E+01  -0.219157E+02   0.956150E+05   0.222574E+02
  2002   0.229592E+03   0.887166E+01  -0.218954E+02   0.955305E+05   0.225257E+02
  2003   0.229847E+03   0.879776E+01  -0.218709E+02   0.954461E+05   0.228130E+02
  2004   0.230099E+03   0.872370E+01  -0.218421E+02   0.953617E+05   0.231183E+02
  2005   0.230348E+03   0.864965E+01  -0.218092E+02   0.952775E+05   0.234404E+02
  2006   0.230593E+03   0.857545E+01  -0.217721E+02   0.951934E+05   0.237780E+02
  2007   0.230834E+03   0.850124E+01  -0.217309E+02   0.951094E+05   0.241301E+02
  2008   0.231071E+03   0.842703E+01  -0.216856E+02   0.950255E+05   0.244953E+02
  2009   0.231304E+03   0.835283E+01  -0.216362E+02   0.949417E+05   0.248727E+02
  2010   0.231532E+03   0.827869E+01  -0.215827E+02   0.948580E+05   0.252608E+02
  2011   0.231755E+03   0.820456E+01  -0.215251E+02   0.947744E+05   0.256587E+02
  2012   0.231973E+03   0.813050E+01  -0.214635E+02   0.946910E+05   0.260651E+02
  2013   0.232185E+03   0.805651E+01  -0.213978E+02   0.946076E+05   0.264788E+02
  2014   0.232392E+03   0.798267E+01  -0.213283E+02   0.945243E+05   0.268986E+02
  2015   0.232593E+03   0.790897E+01  -0.212548E+02   0.944412E+05   0.273234E+02
  2016   0.232787E+03   0.783550E+01  -0.211774E+02   0.943581E+05   0.277520E+02
  2017   0.232976E+03   0.776218E+01  -0.210963E+02   0.942752E+05   0.281832E+02
  2018   0.233157E+03   0.768908E+01  -0.210114E+02   0.941924E+05   0.286158E+02
  2019   0.233333E+03   0.761627E+01  -0.209227E+02   0.941096E+05   0.290487E+02
  2020   0.233501E+03   0.754369E+01  -0.208304E+02   0.940270E+05   0.294806E+02
  2021   0.233662E+03   0.747148E+01  -0.207344E+02   0.939445E+05   0.299104E+02
  2022   0.233817E+03   0.739951E+01  -0.206348E+02   0.938621E+05   0.303370E+02
  2023   0.233963E+03   0.732793E+01  -0.205318E+02   0.937798E+05   0.307590E+02
  2024   0.234102E+03   0.725671E+01  -0.204251E+02   0.936976E+05   0.311754E+02
  2025   0.234234E+03   0.718587E+01  -0.203150E+02   0.936155E+05   0.315850E+02
  2026   0.234357E+03   0.711543E+01  -0.202015E+02   0.935335E+05   0.319865E+02
  2027   0.234471E+03   0.704542E+01  -0.200846E+02   0.934516E+05   0.323789E+02
  2028   0.234578E+03   0.697586E+01  -0.199644E+02   0.933698E+05   0.327609E+02
  2029   0.234675E+03   0.690675E+01  -0.198409E+02   0.932881E+05   0.331313E+02
  2030   0.234764E+03   0.683813E+01  -0.197142E+02   0.932065E+05   0.334890E+02
  2031   0.234844E+03   0.677003E+01  -0.195843E+02   0.931250E+05   0.338328E+02
  2032   0.234915E+03   0.670244E+01  -0.194514E+02   0.930437E+05   0.341615E+02
  2033   0.234976E+03   0.663541E+01  -0.193154E+02   0.929624E+05   0.344740E+02
  2034   0.235029E+03   0.656895E+01  -0.191764E+02   0.928812E+05   0.347690E+02
  2035   0.235071E+03   0.650309E+01  -0.190345E+02   0.928001E+05   0.350453E+02
  2036   0.235104E+03   0.643782E+01  -0.188897E+02   0.927192E+05   0.353018E+02
  2037   0.235127E+03   0.637318E+01  -0.187421E+02   0.926383E+05   0.355374E+02
  2038   0.235139E+03   0.630918E+01  -0.185917E+02   0.925576E+05   0.357508E+02
  2039   0.235142E+03   0.624583E+01  -0.184386E+02   0.924769E+05   0.359408E+02
  2040   0.235134E+03   0.618315E+01  -0.182829E+02   0.923964E+05   0.361063E+02
  2041   0.235115E+03   0.612116E+01  -0.181247E+02   0.923159E+05   0.362461E+02
  2042   0.235085E+03   0.605988E+01  -0.179638E+02   0.922356E+05   0.363590E+02
  2043   0.235046E+03   0.599932E+01  -0.178006E+02   0.921553E+05   0.364439E+02
  2044   0.234995E+03   0.593951E+01  -0.176349E+02   0.920752E+05   0.364995E+02
  2045   0.234933E+03   0.588045E+01  -0.174670E+02   0.919951E+05   0.365246E+02
  2046   0.234861E+03   0.582216E+01  -0.172967E+02   0.919152E+05   0.365182E+02
  2047   0.234776E+03   0.576466E+01  -0.171244E+02   0.918353E+05   0.364789E+02
  2048   0.234681E+03   0.570798E+01  -0.169500E+02   0.917556E+05   0.364057E+02
  2049   0.234575E+03   0.565211E+01  -0.167735E+02   0.916759E+05   0.362974E+02
  2050   0.234458E+03   0.559709E+01  -0.165951E+02   0.915964E+05   0.361527E+02
  2051   0.234329E+03   0.554290E+01  -0.164148E+02   0.915169E+05   0.359710E+02
  2052   0.234189E+03   0.548957E+01  -0.162327E+02   0.914376E+05   0.357532E+02
  2053   0.234037E+03   0.543711E+01  -0.160487E+02   0.913584E+05   0.355009E+02
  2054   0.233873E+03   0.538553E+01  -0.158631E+02   0.912792E+05   0.352155E+02
  2055   0.233697E+03   0.533484E+01  -0.156759E+02   0.912002E+05   0.348984E+02
  2056   0.233510E+03   0.528505E+01  -0.154871E+02   0.911212E+05   0.345513E+02
  2057   0.233311E+03   0.523618E+01  -0.152968E+02   0.910424E+05   0.341754E+02
  2058   0.233100E+03   0.518823E+01  -0.151051E+02   0.909636E+05   0.337724E+02
  2059   0.232877E+03   0.514121E+01  -0.149121E+02   0.908850E+05   0.333436E+02
  2060   0.232642E+03   0.509514E+01  -0.147177E+02   0.908064E+05   0.328906E+02
  2061   0.232395E+03   0.505002E+01  -0.145222E+02   0.907280E+05   0.324148E+02
  2062   0.232137E+03   0.500586E+01  -0.143256E+02   0.906496E+05   0.319178E+02
  2063   0.231866E+03   0.496267E+01  -0.141280E+02   0.905714E+05   0.314008E+02
  2064   0.231583E+03   0.492047E+01  -0.139294E+02   0.904932E+05   0.308656E+02
  2065   0.231289E+03   0.487925E+01  -0.137298E+02   0.904152E+05   0.303134E+02
  2066   0.230983E+03   0.483902E+01  -0.135295E+02   0.903372E+05   0.297459E+02
  2067   0.230664E+03   0.479980E+01  -0.133284E+02   0.902593E+05   0.291644E+02
  2068   0.230335E+03   0.476158E+01  -0.131266E+02   0.901816E+05   0.285704E+02
  2069   0.229993E+03   0.472437E+01  -0.129243E+02   0.901039E+05   0.279654E+02
  2070   0.229639E+03   0.468819E+01  -0.127213E+02   0.900263E+05   0.273510E+02
  2071   0.229274E+03   0.465302E+01  -0.125180E+02   0.899488E+05   0.267285E+02
  2072   0.228896E+03   0.461887E+01  -0.123142E+02   0.898715E+05   0.260994E+02
  2073   0.228507E+03   0.458576E+01  -0.121102E+02   0.897942E+05   0.254652E+02
  2074   0.228107E+03   0.455368E+01  -0.119059E+02   0.897170E+05   0.248274E+02
  2075   0.227695E+03   0.452264E+01  -0.117014E+02   0.896399E+05   0.241874E+02
  2076   0.227270E+03   0.449264E+01  -0.114967E+02   0.895629E+05   0.235468E+02
  2077   0.226834E+03   0.446368E+01  -0.112921E+02   0.894860E+05   0.229069E+02
  2078   0.226387E+03   0.443576E+01  -0.110875E+02   0.894092E+05   0.222693E+02
  2079   0.225928E+03   0.440890E+01  -0.108830E+02   0.893325E+05   0.216355E+02
  2080   0.225458E+03   0.438307E+01  -0.106788E+02   0.892559E+05   0.210068E+02
  2081   0.224977E+03   0.435830E+01  -0.104747E+02   0.891794E+05   0.203849E+02
  2082   0.224485E+03   0.433459E+01  -0.102710E+02   0.891029E+05   0.197711E+02
  2083   0.223981E+03   0.431192E+01  -0.100678E+02   0.890266E+05   0.191670E+02
  2084   0.223467E+03   0.429032E+01  -0.986500E+01   0.889504E+05   0.185739E+02
  2085   0.222943E+03   0.426975E+01  -0.966280E+01   0.888742E+05   0.179934E+02
  2086   0.222407E+03   0.425024E+01  -0.946119E+01   0.887982E+05   0.174270E+02
  2087   0.221860E+03   0.423178E+01  -0.926024E+01   0.887222E+05   0.168761E+02
  2088   0.221304E+03   0.421436E+01  -0.906004E+01   0.886464E+05   0.163422E+02
  2089   0.220737E+03   0.419799E+01  -0.886065E+01   0.885706E+05   0.158268E+02
  2090   0.220159E+03   0.418265E+01  -0.866215E+01   0.884949E+05   0.153313E+02
  2091   0.219572E+03   0.416836E+01  -0.846454E+01   0.884194E+05   0.148573E+02
  2092   0.218973E+03   0.415509E+01  -0.826797E+01   0.883439E+05   0.144061E+02
  2093   0.218365E+03   0.414286E+01  -0.807251E+01   0.882685E+05   0.139793E+02
  2094   0.217747E+03   0.413165E+01  -0.787808E+01   0.881932E+05   0.135783E+02
  2095   0.217119E+03   0.412146E+01  -0.768492E+01   0.881180E+05   0.132047E+02
  2096   0.216482E+03   0.411228E+01  -0.749302E+01   0.880429E+05   0.128598E+02
  2097   0.215836E+03   0.410412E+01  -0.730241E+01   0.879679E+05   0.125451E+02
  2098   0.215179E+03   0.409696E+01  -0.711319E+01   0.878929E+05   0.122622E+02
  2099   0.214514E+03   0.409080E+01  -0.692542E+01   0.878181E+05   0.120126E+02
  2100   0.213839E+03   0.408563E+01  -0.673913E+01   0.877433E+05   0.117975E+02
  2101   0.213156E+03   0.408144E+01  -0.655439E+01   0.876687E+05   0.116183E+02
  2102   0.212463E+03   0.407822E+01  -0.637127E+01   0.875941E+05   0.114742E+02
  2103   0.211761E+03   0.407598E+01  -0.618980E+01   0.875196E+05   0.113644E+02
  2104   0.211051E+03   0.407470E+01  -0.601007E+01   0.874453E+05   0.112880E+02
  2105   0.210332E+03   0.407438E+01  -0.583210E+01   0.873710E+05   0.112441E+02
  2106   0.209605E+03   0.407498E+01  -0.565596E+01   0.872968E+05   0.112316E+02
  2107   0.208870E+03   0.407654E+01  -0.548170E+01   0.872227E+05   0.112497E+02
  2108   0.208126E+03   0.407901E+01  -0.530937E+01   0.871487E+05   0.112975E+02
  2109   0.207375E+03   0.408240E+01  -0.513903E+01   0.870747E+05   0.113739E+02
  2110   0.206616E+03   0.408669E+01  -0.497072E+01   0.870009E+05   0.114782E+02
  2111   0.205851E+03   0.409189E+01  -0.480449E+01   0.869271E+05   0.116093E+02
  2112   0.205078E+03   0.409797E+01  -0.464039E+01   0.868535E+05   0.117663E+02
  2113   0.204298E+03   0.410492E+01  -0.447846E+01   0.867799E+05   0.119484E+02
  2114   0.203511E+03   0.411274E+01  -0.431876E+01   0.867064E+05   0.121545E+02
  2115   0.202718E+03   0.412140E+01  -0.416130E+01   0.866331E+05   0.123837E+02
  2116   0.201919E+03   0.413090E+01  -0.400615E+01   0.865598E+05   0.126352E+02
  2117   0.201113E+03   0.414124E+01  -0.385333E+01   0.864865E+05   0.129079E+02
  2118   0.200301E+03   0.415239E+01  -0.370291E+01   0.864134E+05   0.132010E+02
  2119   0.199483E+03   0.416433E+01  -0.355490E+01   0.863404E+05   0.135136E+02
  2120   0.198659E+03   0.417707E+01  -0.340935E+01   0.862675E+05   0.138446E+02
  2121   0.197831E+03   0.419059E+01  -0.326629E+01   0.861946E+05   0.141932E+02
  2122   0.196996E+03   0.420486E+01  -0.312575E+01   0.861218E+05   0.145584E+02
  2123   0.196156E+03   0.421989E+01  -0.298777E+01   0.860492E+05   0.149393E+02
  2124   0.195313E+03   0.423565E+01  -0.285240E+01   0.859766E+05   0.153350E+02
  2125   0.194463E+03   0.425214E+01  -0.271965E+01   0.859041E+05   0.157446E+02
  2126   0.193610E+03   0.426933E+01  -0.258956E+01   0.858317E+05   0.161671E+02
  2127   0.192753E+03   0.428722E+01  -0.246216E+01   0.857593E+05   0.166016E+02
  2128   0.191891E+03   0.430578E+01  -0.233749E+01   0.856871E+05   0.170471E+02
  2129   0.191026E+03   0.432500E+01  -0.221555E+01   0.856150E+05   0.175028E+02
  2130   0.190157E+03   0.434488E+01  -0.209640E+01   0.855429E+05   0.179677E+02
  2131   0.189284E+03   0.436538E+01  -0.198005E+01   0.854709E+05   0.184409E+02
  2132   0.188408E+03   0.438651E+01  -0.186654E+01   0.853990E+05   0.189214E+02
  2133   0.187529E+03   0.440823E+01  -0.175588E+01   0.853272E+05   0.194083E+02
  2134   0.186647E+03   0.443054E+01  -0.164809E+01   0.852555E+05   0.199007E+02
  2135   0.185762E+03   0.445343E+01  -0.154319E+01   0.851839E+05   0.203977E+02
  2136   0.184876E+03   0.447686E+01  -0.144120E+01   0.851124E+05   0.208983E+02
  2137   0.183986E+03   0.450083E+01  -0.134213E+01   0.850409E+05   0.214016E+02
  2138   0.183095E+03   0.452533E+01  -0.124601E+01   0.849695E+05   0.219067E+02
  2139   0.182202E+03   0.455033E+01  -0.115285E+01   0.848983E+05   0.224126E+02
  2140   0.181308E+03   0.457583E+01  -0.106266E+01   0.848271E+05   0.229185E+02
  2141   0.180412E+03   0.460180E+01  -0.975466E+00   0.847560E+05   0.234233E+02
  2142   0.179516E+03   0.462823E+01  -0.891261E+00   0.846849E+05   0.239262E+02
  2143   0.178618E+03   0.465509E+01  -0.810071E+00   0.846140E+05   0.244262E+02
  2144   0.177720E+03   0.468238E+01  -0.731899E+00   0.845432E+05   0.249224E+02
  2145   0.176822E+03   0.471007E+01  -0.656763E+00   0.844724E+05   0.254139E+02
  2146   0.175922E+03   0.473814E+01  -0.584672E+00   0.844017E+05   0.258998E+02
  2147   0.175023E+03   0.476659E+01  -0.515631E+00   0.843311E+05   0.263790E+02
  2148   0.174123E+03   0.479540E+01  -0.449643E+00   0.842606E+05   0.268507E+02
  2149   0.173225E+03   0.482453E+01  -0.386712E+00   0.841902E+05   0.273140E+02
  2150   0.172326E+03   0.485399E+01  -0.326843E+00   0.841198E+05   0.277679E+02
  2151   0.171428E+03   0.488374E+01  -0.270040E+00   0.840496E+05   0.282116E+02
  2152   0.170531E+03   0.491378E+01  -0.216304E+00   0.839794E+05   0.286446E+02
  2153   0.169635E+03   0.494407E+01  -0.165640E+00   0.839093E+05   0.290665E+02
  2154   0.168740E+03   0.497462E+01  -0.118042E+00   0.838393E+05   0.294769E+02
  2155   0.167847E+03   0.500540E+01  -0.735047E-01   0.837694E+05   0.298753E+02
  2156   0.166955E+03   0.503638E+01  -0.320214E-01   0.836996E+05   0.302615E+02
  2157   0.166065E+03   0.506756E+01   0.641391E-02   0.836298E+05   0.306350E+02
  2158   0.165177E+03   0.509892E+01   0.418074E-01   0.835601E+05   0.309953E+02
  2159   0.164291E+03   0.513045E+01   0.741650E-01   0.834906E+05   0.313422E+02
  2160   0.163408E+03   0.516211E+01   0.103495E+00   0.834211E+05   0.316752E+02
  2161   0.162527E+03   0.519390E+01   0.129806E+00   0.833516E+05   0.319939E+02
  2162   0.161649E+03   0.522579E+01   0.153113E+00   0.832823E+05   0.322978E+02
  2163   0.160774E+03   0.525778E+01   0.173427E+00   0.832131E+05   0.325867E+02
  2164   0.159902E+03   0.528984E+01   0.190760E+00   0.831439E+05   0.328601E+02
  2165   0.159032E+03   0.532195E+01   0.205124E+00   0.830748E+05   0.331175E+02
  2166   0.158167E+03   0.535409E+01   0.216532E+00   0.830058E+05   0.333587E+02
  2167   0.157305E+03   0.538626E+01   0.224998E+00   0.829369E+05   0.335832E+02
  2168   0.156447E+03   0.541842E+01   0.230546E+00   0.828680E+05   0.337906E+02
  2169   0.155593E+03   0.545057E+01   0.233201E+00   0.827993E+05   0.339804E+02
  2170   0.154743E+03   0.548270E+01   0.232990E+00   0.827306E+05   0.341524E+02
  2171   0.153897E+03   0.551477E+01   0.229936E+00   0.826620E+05   0.343061E+02
  2172   0.153056E+03   0.554680E+01   0.224068E+00   0.825935E+05   0.344411E+02
  2173   0.152219E+03   0.557874E+01   0.215410E+00   0.825250E+05   0.345570E+02
  2174   0.151388E+03   0.561059E+01   0.203989E+00   0.824567E+05   0.346534E+02
  2175   0.150561E+03   0.564233E+01   0.189828E+00   0.823884E+05   0.347299E+02
  2176   0.149740E+03   0.567395E+01   0.172956E+00   0.823202E+05   0.347861E+02
  2177   0.148924E+03   0.570543E+01   0.153397E+00   0.822521E+05   0.348216E+02
  2178   0.148114E+03   0.573675E+01   0.131177E+00   0.821841E+05   0.348360E+02
  2179   0.147309E+03   0.576790E+01   0.106322E+00   0.821161E+05   0.348290E+02
  2180   0.146510E+03   0.579886E+01   0.788579E-01   0.820483E+05   0.348000E+02
  2181   0.145717E+03   0.582961E+01   0.488112E-01   0.819805E+05   0.347487E+02
  2182   0.144930E+03   0.586014E+01   0.162161E-01   0.819128E+05   0.346748E+02
  2183   0.144149E+03   0.589044E+01  -0.188927E-01   0.818451E+05   0.345777E+02
  2184   0.143375E+03   0.592048E+01  -0.564799E-01   0.817776E+05   0.344572E+02
  2185   0.142606E+03   0.595026E+01  -0.965109E-01   0.817101E+05   0.343128E+02
  2186   0.141845E+03   0.597976E+01  -0.138950E+00   0.816427E+05   0.341441E+02
  2187   0.141090E+03   0.600897E+01  -0.183762E+00   0.815754E+05   0.339507E+02
  2188   0.140342E+03   0.603788E+01  -0.230913E+00   0.815082E+05   0.337322E+02
  2189   0.139601E+03   0.606645E+01  -0.280366E+00   0.814410E+05   0.334882E+02
  2190   0.138868E+03   0.609470E+01  -0.332084E+00   0.813740E+05   0.332183E+02
  2191   0.138141E+03   0.612259E+01  -0.386033E+00   0.813070E+05   0.329221E+02
  2192   0.137421E+03   0.615012E+01  -0.442175E+00   0.812400E+05   0.325993E+02
  2193   0.136709E+03   0.617727E+01  -0.500474E+00   0.811732E+05   0.322493E+02
  2194   0.136004E+03   0.620402E+01  -0.560896E+00   0.811064E+05   0.318719E+02
  2195   0.135307E+03   0.623036E+01  -0.623401E+00   0.810397E+05   0.314666E+02
  2196   0.134618E+03   0.625628E+01  -0.687946E+00   0.809731E+05   0.310330E+02
  2197   0.133937E+03   0.628178E+01  -0.754488E+00   0.809066E+05   0.305707E+02
  2198   0.133262E+03   0.630682E+01  -0.822975E+00   0.808402E+05   0.300793E+02
  2199   0.132597E+03   0.633141E+01  -0.893372E+00   0.807738E+05   0.295584E+02
  2200   0.131939E+03   0.635554E+01  -0.965627E+00   0.807075E+05   0.290077E+02
  2201   0.131289E+03   0.637919E+01  -0.103970E+01   0.806413E+05   0.284269E+02
