#    L    TT             EE             TE             PP             TP          
   872   0.225700E+04   0.159836E+02   0.370238E+02   0.385839E+06   0.142546E+03
   873   0.224631E+04   0.162118E+02   0.383719E+02   0.385143E+06   0.141732E+03
   874   0.223551E+04   0.164447E+02   0.396935E+02   0.384448E+06   0.140915E+03
   875   0.222458E+04   0.166822E+02   0.409879E+02   0.383756E+06   0.140094E+03
   876   0.221355E+04   0.169241E+02   0.422546E+02   0.383065E+06   0.139271E+03
   877   0.220240E+04   0.171704E+02   0.434930E+02   0.382376E+06   0.138444E+03
   878   0.219116E+04   0.174209E+02   0.447026E+02   0.381689E+06   0.137615E+03
   879   0.217982E+04   0.176756E+02   0.458828E+02   0.381004E+06   0.136782E+03
   880   0.216839E+04   0.179343E+02   0.470332E+02   0.380321E+06   0.135947E+03
   881   0.215687E+04   0.181969E+02   0.481532E+02   0.379639E+06   0.135109E+03
   882   0.214526E+04   0.184635E+02   0.492423E+02   0.378960E+06   0.134269E+03
   883   0.213356E+04   0.187338E+02   0.503000E+02   0.378282E+06   0.133426E+03
   884   0.212177E+04   0.190078E+02   0.513259E+02   0.377605E+06   0.132581E+03
   885   0.210990E+04   0.192855E+02   0.523194E+02   0.376931E+06   0.131733E+03
   886   0.209795E+04   0.195667E+02   0.532802E+02   0.376259E+06   0.130883E+03
   887   0.208592E+04   0.198514E+02   0.542081E+02   0.375588E+06   0.130030E+03
   888   0.207382E+04   0.201395E+02   0.551029E+02   0.374919E+06   0.129176E+03
   889   0.206164E+04   0.204306E+02   0.559649E+02   0.374251E+06   0.128319E+03
   890   0.204940E+04   0.207249E+02   0.567937E+02   0.373586E+06   0.127461E+03
   891   0.203709E+04   0.210222E+02   0.575894E+02   0.372922E+06   0.126601E+03
   892   0.202473E+04   0.213223E+02   0.583520E+02   0.372260E+06   0.125738E+03
   893   0.201230E+04   0.216251E+02   0.590813E+02   0.371600E+06   0.124874E+03
   894   0.199983E+04   0.219304E+02   0.597773E+02   0.370941E+06   0.124009E+03
   895   0.198730E+04   0.222382E+02   0.604397E+02   0.370284E+06   0.123142E+03
   896   0.197473E+04   0.225483E+02   0.610685E+02   0.369629E+06   0.122273E+03
   897   0.196212E+04   0.228605E+02   0.616635E+02   0.368976E+06   0.121403E+03
   898   0.194947E+04   0.231747E+02   0.622245E+02   0.368324E+06   0.120532E+03
   899   0.193679E+04   0.234907E+02   0.627515E+02   0.367674E+06   0.119659E+03
   900   0.192407E+04   0.238085E+02   0.632443E+02   0.367025E+06   0.118785E+03
   901   0.191133E+04   0.241277E+02   0.637027E+02   0.366378E+06   0.117910E+03
   902   0.189858E+04   0.244485E+02   0.641267E+02   0.365733E+06   0.117034E+03
   903   0.188581E+04   0.247706E+02   0.645161E+02   0.365090E+06   0.116157E+03
   904   0.187302E+04   0.250939E+02   0.648709E+02   0.364448E+06   0.115279E+03
   905   0.186023E+04   0.254182E+02   0.651909E+02   0.363808E+06   0.114401E+03
   906   0.184743E+04   0.257436E+02   0.654760E+02   0.363169E+06   0.113522E+03
   907   0.183464E+04   0.260697E+02   0.657261E+02   0.362533E+06   0.112642E+03
   908   0.182185E+04   0.263965E+02   0.659413E+02   0.361897E+06   0.111761E+03
   909   0.180906E+04   0.267239E+02   0.661215E+02   0.361264E+06   0.110880E+03
   910   0.179628E+04   0.270518E+02   0.662669E+02   0.360632E+06   0.109999E+03
   911   0.178352E+04   0.273800E+02   0.663776E+02   0.360001E+06   0.109117E+03
   912   0.177077E+04   0.277084E+02   0.664535E+02   0.359373E+06   0.108235E+03
   913   0.175806E+04   0.280370E+02   0.664948E+02   0.358745E+06   0.107353E+03
   914   0.174536E+04   0.283655E+02   0.665015E+02   0.358120E+06   0.106471E+03
   915   0.173268E+04   0.286939E+02   0.664737E+02   0.357496E+06   0.105588E+03
   916   0.172004E+04   0.290220E+02   0.664116E+02   0.356874E+06   0.104706E+03
   917   0.170744E+04   0.293496E+02   0.663152E+02   0.356253E+06   0.103824E+03
   918   0.169486E+04   0.296767E+02   0.661847E+02   0.355634E+06   0.102942E+03
   919   0.168232E+04   0.300030E+02   0.660202E+02   0.355016E+06   0.102060E+03
   920   0.166983E+04   0.303286E+02   0.658219E+02   0.354400E+06   0.101179E+03
   921   0.165738E+04   0.306531E+02   0.655898E+02   0.353786E+06   0.100298E+03
   922   0.164498E+04   0.309764E+02   0.653243E+02   0.353173E+06   0.994180E+02
   923   0.163264E+04   0.312986E+02   0.650257E+02   0.352561E+06   0.985383E+02
   924   0.162034E+04   0.316195E+02   0.646944E+02   0.351952E+06   0.976592E+02
   925   0.160811E+04   0.319388E+02   0.643306E+02   0.351343E+06   0.967809E+02
   926   0.159594E+04   0.322565E+02   0.639348E+02   0.350737E+06   0.959034E+02
   927   0.158384E+04   0.325724E+02   0.635072E+02   0.350132E+06   0.950268E+02
   928   0.157181E+04   0.328866E+02   0.630481E+02   0.349528E+06   0.941512E+02
   929   0.155985E+04   0.331988E+02   0.625579E+02   0.348926E+06   0.932766E+02
   930   0.154797E+04   0.335088E+02   0.620369E+02   0.348325E+06   0.924031E+02
   931   0.153616E+04   0.338165E+02   0.614852E+02   0.347726E+06   0.915309E+02
   932   0.152445E+04   0.341219E+02   0.609031E+02   0.347129E+06   0.906599E+02
   933   0.151281E+04   0.344249E+02   0.602911E+02   0.346533E+06   0.897903E+02
   934   0.150126E+04   0.347251E+02   0.596491E+02   0.345938E+06   0.889221E+02
   935   0.148981E+04   0.350225E+02   0.589777E+02   0.345345E+06   0.880554E+02
   936   0.147844E+04   0.353170E+02   0.582771E+02   0.344753E+06   0.871903E+02
   937   0.146717E+04   0.356085E+02   0.575477E+02   0.344163E+06   0.863269E+02
   938   0.145599E+04   0.358969E+02   0.567899E+02   0.343575E+06   0.854652E+02
   939   0.144492E+04   0.361820E+02   0.560041E+02   0.342988E+06   0.846053E+02
   940   0.143395E+04   0.364636E+02   0.551906E+02   0.342402E+06   0.837474E+02
   941   0.142308E+04   0.367418E+02   0.543498E+02   0.341818E+06   0.828913E+02
   942   0.141233E+04   0.370163E+02   0.534822E+02   0.341235E+06   0.820374E+02
   943   0.140168E+04   0.372871E+02   0.525881E+02   0.340654E+06   0.811855E+02
   944   0.139114E+04   0.375541E+02   0.516680E+02   0.340074E+06   0.803359E+02
   945   0.138073E+04   0.378171E+02   0.507224E+02   0.339496E+06   0.794885E+02
   946   0.137042E+04   0.380761E+02   0.497518E+02   0.338919E+06   0.786435E+02
   947   0.136024E+04   0.383309E+02   0.487567E+02   0.338343E+06   0.778009E+02
   948   0.135018E+04   0.385815E+02   0.477375E+02   0.337769E+06   0.769609E+02
   949   0.134024E+04   0.388278E+02   0.466946E+02   0.337196E+06   0.761234E+02
   950   0.133044E+04   0.390697E+02   0.456287E+02   0.336625E+06   0.752885E+02
   951   0.132075E+04   0.393069E+02   0.445401E+02   0.336055E+06   0.744564E+02
   952   0.131120E+04   0.395395E+02   0.434293E+02   0.335487E+06   0.736271E+02
   953   0.130178E+04   0.397674E+02   0.422968E+02   0.334920E+06   0.728006E+02
   954   0.129249E+04   0.399905E+02   0.411431E+02   0.334354E+06   0.719770E+02
   955   0.128333E+04   0.402085E+02   0.399687E+02   0.333790E+06   0.711563E+02
   956   0.127432E+04   0.404215E+02   0.387740E+02   0.333227E+06   0.703385E+02
   957   0.126544E+04   0.406294E+02   0.375597E+02   0.332666E+06   0.695238E+02
   958   0.125670E+04   0.408322E+02   0.363265E+02   0.332106E+06   0.687121E+02
   959   0.124809E+04   0.410297E+02   0.350750E+02   0.331547E+06   0.679035E+02
   960   0.123964E+04   0.412219E+02   0.338058E+02   0.330990E+06   0.670980E+02
   961   0.123133E+04   0.414088E+02   0.325195E+02   0.330434E+06   0.662957E+02
   962   0.122316E+04   0.415903E+02   0.312168E+02   0.329880E+06   0.654967E+02
   963   0.121515E+04   0.417664E+02   0.298985E+02   0.329326E+06   0.647009E+02
   964   0.120728E+04   0.419369E+02   0.285650E+02   0.328775E+06   0.639084E+02
   965   0.119957E+04   0.421019E+02   0.272168E+02   0.328224E+06   0.631193E+02
   966   0.119200E+04   0.422612E+02   0.258546E+02   0.327675E+06   0.623336E+02
   967   0.118458E+04   0.424148E+02   0.244789E+02   0.327127E+06   0.615513E+02
   968   0.117732E+04   0.425626E+02   0.230903E+02   0.326581E+06   0.607725E+02
   969   0.117021E+04   0.427045E+02   0.216894E+02   0.326036E+06   0.599973E+02
   970   0.116326E+04   0.428404E+02   0.202766E+02   0.325492E+06   0.592256E+02
   971   0.115646E+04   0.429704E+02   0.188527E+02   0.324950E+06   0.584576E+02
   972   0.114981E+04   0.430943E+02   0.174183E+02   0.324409E+06   0.576932E+02
   973   0.114332E+04   0.432122E+02   0.159740E+02   0.323869E+06   0.569326E+02
   974   0.113699E+04   0.433240E+02   0.145203E+02   0.323331E+06   0.561757E+02
   975   0.113081E+04   0.434296E+02   0.130581E+02   0.322793E+06   0.554226E+02
   976   0.112479E+04   0.435291E+02   0.115878E+02   0.322258E+06   0.546734E+02
   977   0.111893E+04   0.436223E+02   0.101102E+02   0.321723E+06   0.539281E+02
   978   0.111322E+04   0.437094E+02   0.862579E+01   0.321190E+06   0.531867E+02
   979   0.110767E+04   0.437901E+02   0.713520E+01   0.320658E+06   0.524492E+02
   980   0.110229E+04   0.438646E+02   0.563903E+01   0.320128E+06   0.517159E+02
   981   0.109706E+04   0.439328E+02   0.413786E+01   0.319598E+06   0.509865E+02
   982   0.109199E+04   0.439947E+02   0.263231E+01   0.319070E+06   0.502613E+02
   983   0.108707E+04   0.440503E+02   0.112297E+01   0.318544E+06   0.495403E+02
   984   0.108232E+04   0.440995E+02  -0.389577E+00   0.318018E+06   0.488234E+02
   985   0.107772E+04   0.441424E+02  -0.190479E+01   0.317494E+06   0.481108E+02
   986   0.107328E+04   0.441789E+02  -0.342211E+01   0.316971E+06   0.474025E+02
   987   0.106900E+04   0.442089E+02  -0.494103E+01   0.316450E+06   0.466986E+02
   988   0.106488E+04   0.442325E+02  -0.646101E+01   0.315930E+06   0.459990E+02
   989   0.106091E+04   0.442497E+02  -0.798151E+01   0.315410E+06   0.453038E+02
   990   0.105710E+04   0.442602E+02  -0.950194E+01   0.314893E+06   0.446131E+02
   991   0.105345E+04   0.442643E+02  -0.110219E+02   0.314376E+06   0.439269E+02
   992   0.104996E+04   0.442618E+02  -0.125406E+02   0.313861E+06   0.432453E+02
   993   0.104661E+04   0.442528E+02  -0.140574E+02   0.313347E+06   0.425683E+02
   994   0.104344E+04   0.442373E+02  -0.155717E+02   0.312834E+06   0.418960E+02
   995   0.104040E+04   0.442154E+02  -0.170828E+02   0.312323E+06   0.412283E+02
   996   0.103753E+04   0.441870E+02  -0.185902E+02   0.311812E+06   0.405654E+02
   997   0.103481E+04   0.441520E+02  -0.200931E+02   0.311303E+06   0.399072E+02
   998   0.103225E+04   0.441106E+02  -0.215909E+02   0.310795E+06   0.392539E+02
   999   0.102983E+04   0.440629E+02  -0.230827E+02   0.310289E+06   0.386054E+02
  1000   0.102757E+04   0.440087E+02  -0.245681E+02   0.309783E+06   0.379619E+02
  1001   0.102546E+04   0.439480E+02  -0.260462E+02   0.309279E+06   0.373233E+02
  1002   0.102350E+04   0.438808E+02  -0.275163E+02   0.308776E+06   0.366897E+02
  1003   0.102167E+04   0.438072E+02  -0.289777E+02   0.308274E+06   0.360611E+02
  1004   0.102000E+04   0.437272E+02  -0.304296E+02   0.307774E+06   0.354375E+02
  1005   0.101846E+04   0.436407E+02  -0.318715E+02   0.307274E+06   0.348189E+02
  1006   0.101707E+04   0.435479E+02  -0.333029E+02   0.306776E+06   0.342053E+02
  1007   0.101582E+04   0.434489E+02  -0.347234E+02   0.306279E+06   0.335968E+02
  1008   0.101470E+04   0.433439E+02  -0.361329E+02   0.305784E+06   0.329933E+02
  1009   0.101373E+04   0.432330E+02  -0.375309E+02   0.305289E+06   0.323949E+02
  1010   0.101288E+04   0.431165E+02  -0.389171E+02   0.304796E+06   0.318016E+02
  1011   0.101217E+04   0.429944E+02  -0.402911E+02   0.304303E+06   0.312134E+02
  1012   0.101159E+04   0.428669E+02  -0.416527E+02   0.303812E+06   0.306303E+02
  1013   0.101113E+04   0.427338E+02  -0.430015E+02   0.303322E+06   0.300523E+02
  1014   0.101082E+04   0.425953E+02  -0.443369E+02   0.302834E+06   0.294795E+02
  1015   0.101063E+04   0.424511E+02  -0.456585E+02   0.302346E+06   0.289119E+02
  1016   0.101056E+04   0.423014E+02  -0.469658E+02   0.301860E+06   0.283494E+02
  1017   0.101064E+04   0.421458E+02  -0.482585E+02   0.301375E+06   0.277921E+02
  1018   0.101083E+04   0.419845E+02  -0.495359E+02   0.300891E+06   0.272400E+02
  1019   0.101114E+04   0.418174E+02  -0.507977E+02   0.300408E+06   0.266931E+02
  1020   0.101159E+04   0.416446E+02  -0.520430E+02   0.299926E+06   0.261515E+02
  1021   0.101215E+04   0.414663E+02  -0.532713E+02   0.299446E+06   0.256151E+02
  1022   0.101283E+04   0.412827E+02  -0.544819E+02   0.298966E+06   0.250839E+02
  1023   0.101362E+04   0.410938E+02  -0.556738E+02   0.298488E+06   0.245580E+02
  1024   0.101452E+04   0.408998E+02  -0.568467E+02   0.298011E+06   0.240375E+02
  1025   0.101552E+04   0.407011E+02  -0.579995E+02   0.297535E+06   0.235222E+02
  1026   0.101663E+04   0.404976E+02  -0.591318E+02   0.297060E+06   0.230122E+02
  1027   0.101784E+04   0.402894E+02  -0.602436E+02   0.296587E+06   0.225076E+02
  1028   0.101915E+04   0.400766E+02  -0.613348E+02   0.296114E+06   0.220083E+02
  1029   0.102056E+04   0.398593E+02  -0.624056E+02   0.295643E+06   0.215143E+02
  1030   0.102207E+04   0.396374E+02  -0.634559E+02   0.295172E+06   0.210258E+02
  1031   0.102368E+04   0.394112E+02  -0.644859E+02   0.294703E+06   0.205426E+02
  1032   0.102538E+04   0.391806E+02  -0.654956E+02   0.294235E+06   0.200648E+02
  1033   0.102718E+04   0.389456E+02  -0.664850E+02   0.293768E+06   0.195924E+02
  1034   0.102907E+04   0.387065E+02  -0.674536E+02   0.293303E+06   0.191255E+02
  1035   0.103106E+04   0.384633E+02  -0.684006E+02   0.292838E+06   0.186640E+02
  1036   0.103313E+04   0.382162E+02  -0.693255E+02   0.292374E+06   0.182080E+02
  1037   0.103528E+04   0.379653E+02  -0.702275E+02   0.291912E+06   0.177574E+02
  1038   0.103751E+04   0.377107E+02  -0.711062E+02   0.291450E+06   0.173123E+02
  1039   0.103982E+04   0.374527E+02  -0.719609E+02   0.290990E+06   0.168727E+02
  1040   0.104219E+04   0.371911E+02  -0.727909E+02   0.290531E+06   0.164387E+02
  1041   0.104464E+04   0.369263E+02  -0.735962E+02   0.290073E+06   0.160101E+02
  1042   0.104716E+04   0.366581E+02  -0.743766E+02   0.289616E+06   0.155872E+02
  1043   0.104973E+04   0.363866E+02  -0.751320E+02   0.289160E+06   0.151697E+02
  1044   0.105238E+04   0.361118E+02  -0.758628E+02   0.288705E+06   0.147579E+02
  1045   0.105509E+04   0.358337E+02  -0.765684E+02   0.288251E+06   0.143516E+02
  1046   0.105786E+04   0.355525E+02  -0.772495E+02   0.287799E+06   0.139509E+02
  1047   0.106069E+04   0.352680E+02  -0.779053E+02   0.287347E+06   0.135558E+02
  1048   0.106358E+04   0.349804E+02  -0.785358E+02   0.286896E+06   0.131664E+02
  1049   0.106652E+04   0.346901E+02  -0.791404E+02   0.286447E+06   0.127826E+02
  1050   0.106951E+04   0.343972E+02  -0.797204E+02   0.285999E+06   0.124045E+02
  1051   0.107255E+04   0.341019E+02  -0.802751E+02   0.285551E+06   0.120320E+02
  1052   0.107563E+04   0.338042E+02  -0.808039E+02   0.285105E+06   0.116652E+02
  1053   0.107876E+04   0.335047E+02  -0.813066E+02   0.284660E+06   0.113040E+02
  1054   0.108193E+04   0.332034E+02  -0.817833E+02   0.284216E+06   0.109485E+02
  1055   0.108513E+04   0.329003E+02  -0.822348E+02   0.283772E+06   0.105986E+02
  1056   0.108837E+04   0.325956E+02  -0.826603E+02   0.283330E+06   0.102542E+02
  1057   0.109163E+04   0.322895E+02  -0.830590E+02   0.282889E+06   0.991551E+01
  1058   0.109493E+04   0.319819E+02  -0.834324E+02   0.282449E+06   0.958237E+01
  1059   0.109825E+04   0.316729E+02  -0.837791E+02   0.282010E+06   0.925478E+01
  1060   0.110160E+04   0.313628E+02  -0.840991E+02   0.281572E+06   0.893276E+01
  1061   0.110497E+04   0.310515E+02  -0.843938E+02   0.281136E+06   0.861627E+01
  1062   0.110837E+04   0.307393E+02  -0.846610E+02   0.280700E+06   0.830530E+01
  1063   0.111178E+04   0.304261E+02  -0.849029E+02   0.280265E+06   0.799985E+01
  1064   0.111520E+04   0.301122E+02  -0.851181E+02   0.279831E+06   0.769990E+01
  1065   0.111863E+04   0.297976E+02  -0.853065E+02   0.279398E+06   0.740543E+01
  1066   0.112208E+04   0.294824E+02  -0.854697E+02   0.278967E+06   0.711644E+01
  1067   0.112553E+04   0.291667E+02  -0.856061E+02   0.278536E+06   0.683290E+01
  1068   0.112899E+04   0.288508E+02  -0.857165E+02   0.278106E+06   0.655482E+01
  1069   0.113244E+04   0.285346E+02  -0.858009E+02   0.277677E+06   0.628216E+01
  1070   0.113591E+04   0.282183E+02  -0.858593E+02   0.277250E+06   0.601493E+01
  1071   0.113936E+04   0.279021E+02  -0.858917E+02   0.276823E+06   0.575310E+01
  1072   0.114281E+04   0.275860E+02  -0.858989E+02   0.276397E+06   0.549667E+01
  1073   0.114625E+04   0.272703E+02  -0.858800E+02   0.275973E+06   0.524561E+01
  1074   0.114969E+04   0.269550E+02  -0.858358E+02   0.275549E+06   0.499992E+01
  1075   0.115310E+04   0.266402E+02  -0.857664E+02   0.275126E+06   0.475959E+01
  1076   0.115651E+04   0.263262E+02  -0.856710E+02   0.274705E+06   0.452460E+01
  1077   0.115990E+04   0.260129E+02  -0.855511E+02   0.274284E+06   0.429493E+01
  1078   0.116327E+04   0.257005E+02  -0.854067E+02   0.273864E+06   0.407058E+01
  1079   0.116662E+04   0.253892E+02  -0.852369E+02   0.273445E+06   0.385154E+01
  1080   0.116995E+04   0.250790E+02  -0.850434E+02   0.273028E+06   0.363777E+01
  1081   0.117325E+04   0.247701E+02  -0.848247E+02   0.272611E+06   0.342929E+01
  1082   0.117651E+04   0.244626E+02  -0.845822E+02   0.272195E+06   0.322606E+01
  1083   0.117975E+04   0.241565E+02  -0.843158E+02   0.271780E+06   0.302809E+01
  1084   0.118296E+04   0.238521E+02  -0.840258E+02   0.271366E+06   0.283534E+01
  1085   0.118614E+04   0.235494E+02  -0.837126E+02   0.270953E+06   0.264782E+01
  1086   0.118927E+04   0.232484E+02  -0.833750E+02   0.270542E+06   0.246551E+01
  1087   0.119237E+04   0.229493E+02  -0.830150E+02   0.270131E+06   0.228840E+01
  1088   0.119542E+04   0.226523E+02  -0.826321E+02   0.269721E+06   0.211647E+01
  1089   0.119843E+04   0.223575E+02  -0.822261E+02   0.269311E+06   0.194970E+01
  1090   0.120140E+04   0.220647E+02  -0.817978E+02   0.268903E+06   0.178809E+01
  1091   0.120432E+04   0.217744E+02  -0.813479E+02   0.268496E+06   0.163163E+01
  1092   0.120719E+04   0.214865E+02  -0.808758E+02   0.268090E+06   0.148029E+01
  1093   0.121000E+04   0.212012E+02  -0.803828E+02   0.267685E+06   0.133407E+01
  1094   0.121277E+04   0.209186E+02  -0.798683E+02   0.267280E+06   0.119296E+01
  1095   0.121548E+04   0.206388E+02  -0.793337E+02   0.266877E+06   0.105693E+01
  1096   0.121813E+04   0.203619E+02  -0.787784E+02   0.266475E+06   0.925978E+00
  1097   0.122073E+04   0.200880E+02  -0.782029E+02   0.266073E+06   0.800092E+00
  1098   0.122327E+04   0.198172E+02  -0.776082E+02   0.265673E+06   0.679256E+00
  1099   0.122575E+04   0.195497E+02  -0.769941E+02   0.265273E+06   0.563456E+00
  1100   0.122817E+04   0.192854E+02  -0.763614E+02   0.264874E+06   0.452681E+00
